task,epoch,train_loss
0,0,2.0151
0,END,
1,0,1.9453
1,END,
2,0,2.0957
2,END,
3,0,2.6781
3,END,
4,0,2.9297
4,END,
5,0,3.6762
5,END,
6,0,3.67
6,END,
7,0,4.1776
7,END,
8,0,4.5833
8,END,
9,0,4.9017
9,END,
10,0,4.8069
10,END,
11,0,5.0486
11,END,
12,0,5.7224
12,END,
13,0,5.8888
13,END,
14,0,5.9954
14,END,
15,0,5.9093
15,END,
16,0,5.7177
16,END,
17,0,6.0904
17,END,
18,0,5.8873
18,END,
19,0,6.3031
19,END,
