task,epoch,train_loss
0,0,1.6683
0,END,
1,0,1.934
1,END,
2,0,2.0898
2,END,
3,0,2.4603
3,END,
4,0,3.0637
4,END,
5,0,3.7166
5,END,
6,0,4.0372
6,END,
7,0,4.1222
7,END,
8,0,4.5823
8,END,
9,0,4.9362
9,END,
10,0,4.5275
10,END,
11,0,5.3593
11,END,
12,0,5.3254
12,END,
13,0,5.5259
13,END,
14,0,5.7115
14,END,
15,0,5.873
15,END,
16,0,6.0318
16,END,
17,0,5.8184
17,END,
18,0,6.1006
18,END,
19,0,6.0779
19,END,
