task,epoch,train_loss
0,0,0.2686
0,END,
1,0,0.9484
1,END,
2,0,0.9025
2,END,
3,0,0.8485
3,END,
4,0,0.9159
4,END,
5,0,0.9127
5,END,
6,0,0.8881
6,END,
7,0,0.8961
7,END,
8,0,0.8969
8,END,
9,0,0.9259
9,END,
