task,epoch,train_loss
0,0,0.2686
0,END,
1,0,0.2087
1,END,
2,0,0.1943
2,END,
3,0,0.1887
3,END,
4,0,0.1809
4,END,
5,0,0.1774
5,END,
6,0,0.1772
6,END,
7,0,0.1737
7,END,
8,0,0.1737
8,END,
9,0,0.1713
9,END,
