task,epoch,train_loss
0,0,0.6325
0,END,
1,0,1.5233
1,END,
2,0,2.1514
2,END,
3,0,2.2866
3,END,
4,0,2.5371
4,END,
5,0,2.5755
5,END,
6,0,2.801
6,END,
7,0,2.9243
7,END,
8,0,2.7743
8,END,
9,0,2.5287
9,END,
