task,epoch,train_loss
0,0,1.6074
0,END,
1,0,8.7753
1,END,
2,0,8.9722
2,END,
3,0,7.4031
3,END,
4,0,7.5803
4,END,
5,0,6.9985
5,END,
6,0,8.2631
6,END,
7,0,6.3214
7,END,
8,0,6.5222
8,END,
9,0,5.4402
9,END,
10,0,6.7562
10,END,
11,0,6.3299
11,END,
12,0,6.1086
12,END,
13,0,7.3418
13,END,
14,0,7.5678
14,END,
15,0,6.1773
15,END,
16,0,6.5925
16,END,
17,0,7.029
17,END,
18,0,6.1737
18,END,
19,0,5.6471
19,END,
