task,epoch,train_loss
0,0,0.4333
0,END,
1,0,0.3418
1,END,
2,0,0.3645
2,END,
3,0,0.3818
3,END,
4,0,0.3816
4,END,
5,0,0.4028
5,END,
6,0,0.4058
6,END,
7,0,0.398
7,END,
8,0,0.4185
8,END,
9,0,0.4164
9,END,
