task,epoch,train_loss
0,0,0.43
0,END,
1,0,0.3462
1,END,
2,0,0.3644
2,END,
3,0,0.3743
3,END,
4,0,0.3832
4,END,
5,0,0.3962
5,END,
6,0,0.4012
6,END,
7,0,0.408
7,END,
8,0,0.4168
8,END,
9,0,0.417
9,END,
