task,epoch,train_loss
0,0,1.3618
0,END,
1,0,2.0114
1,END,
2,0,1.9415
2,END,
3,0,2.3932
3,END,
4,0,2.9262
4,END,
5,0,3.1979
5,END,
6,0,3.244
6,END,
7,0,3.7493
7,END,
8,0,3.6349
8,END,
9,0,3.8104
9,END,
10,0,3.9114
10,END,
11,0,4.0907
11,END,
12,0,4.0363
12,END,
13,0,4.4414
13,END,
14,0,4.2109
14,END,
15,0,4.4117
15,END,
16,0,4.5586
16,END,
17,0,4.9385
17,END,
18,0,4.5926
18,END,
19,0,4.7879
19,END,
