task,epoch,train_loss
0,0,1.2857
0,END,
1,0,1.2891
1,END,
2,0,1.2594
2,END,
3,0,1.2644
3,END,
4,0,1.2827
4,END,
5,0,1.2979
5,END,
6,0,1.275
6,END,
7,0,1.2858
7,END,
8,0,1.2733
8,END,
9,0,1.2662
9,END,
