task,epoch,train_loss
10,0,1.6872
10,END,
11,0,1.6267
11,END,
12,0,1.7044
12,END,
13,0,1.5468
13,END,
14,0,1.3267
14,END,
15,0,1.2991
15,END,
16,0,1.2556
16,END,
17,0,1.3195
17,END,
18,0,1.2358
18,END,
19,0,1.3321
19,END,
