task,epoch,train_loss
0,0,0.2772
0,END,
1,0,1.3812
1,END,
2,0,1.1842
2,END,
3,0,1.1993
3,END,
4,0,1.2509
4,END,
5,0,1.2948
5,END,
6,0,1.3491
6,END,
7,0,1.3378
7,END,
8,0,1.4172
8,END,
9,0,1.3132
9,END,
