task,epoch,train_loss
0,0,0.3171
0,END,
1,0,1.8666
1,END,
2,0,1.5015
2,END,
3,0,1.313
3,END,
4,0,1.2544
4,END,
5,0,1.2416
5,END,
6,0,1.2089
6,END,
7,0,1.1919
7,END,
8,0,1.1848
8,END,
9,0,1.1628
9,END,
