task,epoch,train_loss
0,0,0.2745
0,END,
1,0,0.2145
1,END,
2,0,0.1975
2,END,
3,0,0.1868
3,END,
4,0,0.1799
4,END,
5,0,0.1771
5,END,
6,0,0.1716
6,END,
7,0,0.1722
7,END,
8,0,0.1675
8,END,
9,0,0.1647
9,END,
