task,epoch,train_loss
0,0,0.43
0,END,
1,0,0.3343
1,END,
2,0,0.3281
2,END,
3,0,0.3235
3,END,
4,0,0.3219
4,END,
5,0,0.3168
5,END,
6,0,0.3056
6,END,
7,0,0.3016
7,END,
8,0,0.3027
8,END,
9,0,0.2935
9,END,
