task,epoch,train_loss
0,0,1.6126
0,END,
1,0,1.6768
1,END,
2,0,1.7123
2,END,
3,0,2.1072
3,END,
4,0,2.134
4,END,
5,0,2.1545
5,END,
6,0,2.1747
6,END,
7,0,2.101
7,END,
8,0,2.3779
8,END,
9,0,2.1239
9,END,
10,0,2.8759
10,END,
11,0,2.4022
11,END,
12,0,2.3337
12,END,
13,0,2.5134
13,END,
14,0,2.3133
14,END,
15,0,2.7109
15,END,
16,0,2.1631
16,END,
17,0,2.8062
17,END,
18,0,2.2889
18,END,
19,0,2.8153
19,END,
