task,epoch,train_loss
0,0,1.2978
0,END,
1,0,1.7354
1,END,
2,0,1.7666
2,END,
3,0,2.1485
3,END,
4,0,2.0704
4,END,
5,0,2.2486
5,END,
6,0,2.1849
6,END,
7,0,2.6106
7,END,
8,0,2.2111
8,END,
9,0,2.9817
9,END,
10,0,2.6945
10,END,
11,0,2.5323
11,END,
12,0,2.2159
12,END,
13,0,3.1741
13,END,
14,0,2.192
14,END,
15,0,2.964
15,END,
16,0,2.2634
16,END,
17,0,2.7437
17,END,
18,0,2.3167
18,END,
19,0,2.6513
19,END,
