task,epoch,train_loss
0,0,1.5283
0,END,
1,0,1.9112
1,END,
2,0,1.845
2,END,
3,0,2.0125
3,END,
4,0,2.1661
4,END,
5,0,2.8668
5,END,
6,0,2.9758
6,END,
7,0,3.5033
7,END,
8,0,3.6867
8,END,
9,0,3.361
9,END,
10,0,3.288
10,END,
11,0,3.9943
11,END,
12,0,3.4098
12,END,
13,0,4.0443
13,END,
14,0,3.8811
14,END,
15,0,4.4453
15,END,
16,0,4.3716
16,END,
17,0,4.8351
17,END,
18,0,4.534
18,END,
19,0,3.9643
19,END,
