task,epoch,train_loss
0,0,0.2772
0,END,
1,0,1.3801
1,END,
2,0,1.1954
2,END,
3,0,1.1647
3,END,
4,0,1.144
4,END,
5,0,1.1698
5,END,
6,0,1.1453
6,END,
7,0,1.167
7,END,
8,0,1.1561
8,END,
9,0,1.171
9,END,
