task,epoch,train_loss
0,0,1.2191
0,END,
1,0,1.9155
1,END,
2,0,1.9724
2,END,
3,0,2.027
3,END,
4,0,1.8654
4,END,
5,0,2.0792
5,END,
6,0,1.8849
6,END,
7,0,1.9162
7,END,
8,0,1.941
8,END,
9,0,1.7621
9,END,
10,0,1.6313
10,END,
11,0,1.7983
11,END,
12,0,1.5351
12,END,
13,0,1.7697
13,END,
14,0,1.5714
14,END,
15,0,1.7751
15,END,
16,0,1.6373
16,END,
17,0,1.8563
17,END,
18,0,1.7088
18,END,
19,0,1.7698
19,END,
