task,epoch,train_loss
0,0,1.8946
0,END,
1,0,1.682
1,END,
2,0,2.093
2,END,
3,0,2.8523
3,END,
4,0,3.1077
4,END,
5,0,3.5173
5,END,
6,0,3.595
6,END,
7,0,3.9463
7,END,
8,0,4.0251
8,END,
9,0,4.4697
9,END,
10,0,4.3139
10,END,
11,0,4.7175
11,END,
12,0,4.6096
12,END,
13,0,4.8011
13,END,
14,0,4.8858
14,END,
15,0,4.8007
15,END,
16,0,4.7666
16,END,
17,0,4.8401
17,END,
18,0,4.9629
18,END,
19,0,5.1524
19,END,
