task,epoch,train_loss
0,0,0.2686
0,END,
1,0,0.2011
1,END,
2,0,0.182
2,END,
3,0,0.1718
3,END,
4,0,0.1608
4,END,
5,0,0.1631
5,END,
6,0,0.1577
6,END,
7,0,0.1625
7,END,
8,0,0.1595
8,END,
9,0,0.155
9,END,
