task,epoch,train_loss
0,0,0.3245
0,END,
1,0,3.7105
1,END,
2,0,3.3478
2,END,
3,0,3.4737
3,END,
4,0,3.1701
4,END,
5,0,3.6181
5,END,
6,0,3.1991
6,END,
7,0,2.9355
7,END,
8,0,3.4564
8,END,
9,0,3.3877
9,END,
