task,epoch,train_loss
0,0,0.3176
0,END,
1,0,3.7962
1,END,
2,0,3.3603
2,END,
3,0,3.2254
3,END,
4,0,3.1038
4,END,
5,0,3.468
5,END,
6,0,3.352
6,END,
7,0,3.2123
7,END,
8,0,3.1394
8,END,
9,0,2.9091
9,END,
