task,epoch,train_loss
0,0,0.3176
0,END,
1,0,1.373
1,END,
2,0,1.1916
2,END,
3,0,1.0675
3,END,
4,0,1.0756
4,END,
5,0,1.0708
5,END,
6,0,1.0107
6,END,
7,0,1.0114
7,END,
8,0,1.0243
8,END,
9,0,0.9835
9,END,
