task,epoch,train_loss
0,0,0.1758
0,END,
1,0,0.1387
1,END,
2,0,0.1307
2,END,
3,0,0.1233
3,END,
4,0,0.1232
4,END,
5,0,0.1184
5,END,
6,0,0.1142
6,END,
7,0,0.1151
7,END,
8,0,0.1137
8,END,
9,0,0.1103
9,END,
