task,epoch,train_loss
0,0,2.5897
0,END,
1,0,3.15
1,END,
2,0,3.3212
2,END,
3,0,3.659
3,END,
4,0,4.6123
4,END,
5,0,5.3529
5,END,
6,0,24.0242
6,END,
7,0,41.0248
7,END,
8,0,116.0933
8,END,
9,0,83.7676
9,END,
10,0,50.1052
10,END,
11,0,29.6014
11,END,
12,0,43.9609
12,END,
13,0,9.5151
13,END,
14,0,9.5628
14,END,
15,0,9.1992
15,END,
16,0,6.1125
16,END,
17,0,6.0698
17,END,
18,0,6.1057
18,END,
19,0,6.0993
19,END,
