task,epoch,train_loss
0,0,1.5732
0,END,
1,0,2.2625
1,END,
2,0,2.1967
2,END,
3,0,2.4039
3,END,
4,0,2.4156
4,END,
5,0,2.785
5,END,
6,0,2.6895
6,END,
7,0,2.7848
7,END,
8,0,2.9768
8,END,
9,0,2.9087
9,END,
10,0,2.9114
10,END,
11,0,3.1021
11,END,
12,0,2.8501
12,END,
13,0,3.1133
13,END,
14,0,3.0319
14,END,
15,0,3.3369
15,END,
16,0,3.165
16,END,
17,0,3.3134
17,END,
18,0,3.2196
18,END,
19,0,3.1972
19,END,
