task,epoch,train_loss
0,0,0.3189
0,END,
1,0,0.29
1,END,
2,0,0.3382
2,END,
3,0,0.3706
3,END,
4,0,0.4142
4,END,
5,0,0.4478
5,END,
6,0,0.4746
6,END,
7,0,0.4988
7,END,
