task,epoch,train_loss
0,0,0.3176
0,END,
1,0,0.2829
1,END,
2,0,0.326
2,END,
3,0,0.3518
3,END,
4,0,0.3772
4,END,
5,0,0.4124
5,END,
6,0,0.4467
6,END,
7,0,0.4733
7,END,
8,0,0.5048
8,END,
9,0,0.5279
9,END,
