task,epoch,train_loss
0,0,1.6853
0,END,
1,0,1.4591
1,END,
2,0,1.6606
2,END,
3,0,2.1793
3,END,
4,0,2.323
4,END,
5,0,2.5167
5,END,
6,0,2.9197
6,END,
7,0,2.8432
7,END,
8,0,3.9718
8,END,
9,0,2.8343
9,END,
10,0,3.8205
10,END,
11,0,3.2185
11,END,
12,0,3.9396
12,END,
13,0,3.311
13,END,
14,0,4.7186
14,END,
15,0,3.438
15,END,
16,0,4.1382
16,END,
17,0,3.7221
17,END,
18,0,4.5243
18,END,
19,0,3.742
19,END,
