task,epoch,train_loss
0,0,0.177
0,END,
1,0,0.1364
1,END,
2,0,0.1308
2,END,
3,0,0.1282
3,END,
4,0,0.1257
4,END,
5,0,0.1276
5,END,
6,0,0.1267
6,END,
7,0,0.1293
7,END,
8,0,0.1304
8,END,
9,0,0.1301
9,END,
